,image_name,label,feature1,feature2
174,174.png,1,9.079936,33.220387
175,175.png,5,26.213161,-35.319717
176,176.png,9,-35.511276,-8.964784
177,177.png,1,12.780162,15.9106455
178,178.png,2,45.90906,7.4284363
179,179.png,3,3.3590767,-4.004101
180,180.png,2,21.662008,33.55298
181,181.png,3,4.370098,-3.5141993
182,182.png,5,14.206208,-4.264229
183,183.png,9,-21.23998,-9.716649
184,184.png,1,8.577673,52.961006
185,185.png,7,-33.954556,23.350132
186,186.png,6,-27.202812,28.9978
187,187.png,2,32.915794,31.598593
188,188.png,8,-9.110242,-25.476793
189,189.png,2,37.374874,35.99435
190,190.png,2,35.576057,32.253498
191,191.png,5,24.587263,-36.973385
192,192.png,0,32.589127,-4.2723036
193,193.png,7,-33.532024,23.330736
194,194.png,4,-29.514732,-37.868896
195,195.png,9,-18.261282,-1.57247
196,196.png,7,-50.970116,-0.5829261
197,197.png,8,10.031196,-37.797558
198,198.png,3,-2.3697555,13.025906
199,199.png,2,43.77839,31.658558
200,200.png,1,1.6937256,51.640842
201,201.png,1,17.33951,7.1276445
202,202.png,8,5.0504045,-32.125538
203,203.png,3,4.322388,-3.4452188
204,204.png,6,-20.39687,30.007801
205,205.png,1,25.842545,9.177254
206,206.png,0,50.252827,-8.87008
207,207.png,3,12.004551,-1.3952671
208,208.png,1,4.7402997,29.523922
209,209.png,0,51.29123,-9.9250965
210,210.png,0,42.71265,0.49672502
211,211.png,1,5.1624203,30.035933
212,212.png,7,-1.5040668,42.111576
213,213.png,2,44.962517,21.702213
214,214.png,7,-50.315865,4.148855
215,215.png,3,9.125026,6.1660194
216,216.png,0,35.301716,2.3357267
217,217.png,4,-23.292353,-35.805416
218,218.png,6,-24.389673,30.3906
219,219.png,5,23.903809,-19.185781
220,220.png,2,26.266214,25.158499
221,221.png,6,-24.385494,41.39034
222,222.png,4,-39.772266,-39.83048
223,223.png,7,-34.547005,19.31228
224,224.png,1,-22.343565,8.934404
225,225.png,8,12.412783,-35.473026
226,226.png,9,-38.99364,-12.638985
227,227.png,9,-25.595438,-4.1518664
228,228.png,3,-13.100683,1.5772532
229,229.png,0,51.79615,-6.757758
230,230.png,7,-25.391527,14.758682
231,231.png,1,15.311522,35.079533
232,232.png,0,32.103096,2.0600052
233,233.png,2,47.230713,18.762957
234,234.png,0,34.758423,-3.2831755
235,235.png,3,9.287437,4.298266
236,236.png,5,19.666365,-27.185009
237,237.png,4,-21.585987,-37.72278
238,238.png,6,-24.10869,36.120125
239,239.png,5,27.178137,-26.821058
240,240.png,8,2.0653377,-26.289995
241,241.png,6,-31.846773,38.673386
242,242.png,3,9.248945,14.701482
243,243.png,7,-37.15216,16.29244
244,244.png,5,10.917376,-10.19556
245,245.png,8,8.366051,-37.613388
246,246.png,0,53.191807,-8.6559925
247,247.png,9,-25.51923,-4.1597004
248,248.png,1,2.379329,54.279514
249,249.png,0,52.475037,-11.3997345
250,250.png,3,-11.233083,17.477297
251,251.png,1,4.403232,29.068296
252,252.png,2,33.69277,35.94289
253,253.png,2,48.19278,9.607789
254,254.png,3,0.9954292,16.699465
255,255.png,3,9.275068,2.5209103
256,256.png,6,-3.4309492,27.772657
257,257.png,4,-14.088173,-41.332996
258,258.png,7,-30.433594,9.741882
259,259.png,5,30.530306,-30.51359
260,260.png,0,47.23326,-25.424788
261,261.png,6,-14.223004,40.097416
262,262.png,2,-2.1367295,35.96665
263,263.png,7,-37.182697,16.62465
264,264.png,9,-45.945663,-21.977747
265,265.png,8,7.9215837,-39.74327
266,266.png,5,13.128884,-9.297591
267,267.png,9,-27.11165,-6.655253
268,268.png,2,-31.255035,3.4090784
269,269.png,1,17.710684,25.301962
270,270.png,1,19.52553,37.639416
271,271.png,4,-14.29598,-36.937847
272,272.png,4,-21.415653,-47.540665
273,273.png,5,27.294178,-26.849998
274,274.png,6,-5.0306478,29.592249
275,275.png,4,-14.309398,-41.23553
276,276.png,1,8.830176,28.330143
277,277.png,2,45.790203,12.652551
278,278.png,5,11.844686,12.953201
279,279.png,3,3.1965883,-2.4652295
280,280.png,9,-23.023006,-10.423018
281,281.png,3,10.124441,5.051179
282,282.png,9,-46.24395,-14.339436
283,283.png,0,47.242546,-9.994785
284,284.png,5,8.160652,-8.214014
285,285.png,9,-26.014578,-4.4853034
286,286.png,6,-17.15911,42.94403
287,287.png,5,30.993418,-34.02493
288,288.png,7,-39.093887,4.605635
289,289.png,4,-14.280443,-37.227863
290,290.png,1,12.641785,26.569035
291,291.png,3,7.247179,5.7920856
292,292.png,4,-17.704548,-26.0079
293,293.png,0,41.276695,-7.2943873
294,294.png,4,-42.10668,-38.128643
295,295.png,8,11.909916,-36.421677
296,296.png,0,40.457787,-4.706404
297,297.png,4,-14.119959,-41.44631
298,298.png,3,-9.784323,10.4259815
299,299.png,6,-26.292402,40.17354
300,300.png,8,0.72109663,-27.308258
301,301.png,7,-32.73569,18.707195
302,302.png,6,-10.832757,37.005135
303,303.png,0,34.76696,-12.120246
304,304.png,9,-43.696747,-4.2399917
305,305.png,7,-24.077095,16.98576
306,306.png,5,5.47398,-5.9004383
307,307.png,7,-27.461105,12.605357
308,308.png,2,44.322414,13.844517
309,309.png,1,20.793676,23.1202
310,310.png,1,7.609297,35.411522
311,311.png,6,-20.659576,41.518093
312,312.png,8,-4.153032,-23.712759
313,313.png,9,-25.02745,-5.31373
314,314.png,4,-27.433065,-43.072784
315,315.png,1,21.139767,15.359087
316,316.png,5,8.273204,-8.068105
317,317.png,2,47.43274,11.757594
318,318.png,2,41.098244,32.71315
319,319.png,9,-16.559046,-4.6064515
320,320.png,0,32.887356,-2.551908
321,321.png,3,9.233941,4.019647
322,322.png,9,-40.906845,-20.857538
323,323.png,6,-28.420324,39.075954
324,324.png,7,-31.937344,0.846187
325,325.png,2,46.946896,15.277011
326,326.png,0,34.681244,-5.4517045
327,327.png,3,10.565983,2.9186878
328,328.png,5,14.185313,-19.030409
329,329.png,4,-15.224289,-42.21034
330,330.png,3,-0.8195576,17.734173
331,331.png,6,-14.360091,36.79627
332,332.png,5,13.954604,-13.56831
333,333.png,8,0.6901691,-19.753159
334,334.png,9,-35.144855,-21.162825
335,335.png,5,30.620522,-31.043373
336,336.png,4,-20.353502,-32.094547
337,337.png,7,-33.342014,20.495708
338,338.png,4,-21.968752,-38.612305
339,339.png,2,48.03664,17.36967
340,340.png,7,-44.948067,-6.3752093
341,341.png,3,10.669778,4.629496
342,342.png,4,-18.90272,-30.528902
343,343.png,8,12.306699,-36.8514
344,344.png,9,-35.69526,-15.995904
345,345.png,1,21.522697,15.394178
346,346.png,9,-24.360334,-0.6026908
347,347.png,2,46.842754,11.860465
348,348.png,8,-2.0909472,-27.327469
349,349.png,7,-38.66079,16.179487
350,350.png,9,-32.256416,-18.465998
351,351.png,1,22.52568,11.976277
352,352.png,8,0.25369403,-11.834552
353,353.png,7,-22.399296,11.293646
354,354.png,4,-19.707077,-29.574186
355,355.png,1,25.727968,10.496599
356,356.png,3,-7.0294585,1.7903217
357,357.png,1,20.620281,17.34988
358,358.png,1,8.714933,53.950813
359,359.png,0,39.86459,-10.794375
360,360.png,2,27.363857,37.386913
361,361.png,3,3.7551377,-2.2798975
362,362.png,9,-29.975153,-16.56807
363,363.png,4,-10.222757,-38.11331
364,364.png,9,-26.363258,-20.434628
365,365.png,2,42.296318,18.58152
366,366.png,1,17.476868,41.7689
367,367.png,6,-20.90933,41.727074
368,368.png,8,8.461573,-29.721226
369,369.png,4,-19.414618,-40.933376
370,370.png,7,-27.994654,1.5284759
371,371.png,7,-41.541527,18.25219
372,372.png,4,-19.996387,-32.780254
373,373.png,4,-15.323195,-41.997734
374,374.png,9,-35.96376,-17.36502
375,375.png,2,48.309624,17.08262
376,376.png,5,-4.6889853,-20.048084
377,377.png,7,-33.453083,20.872438
378,378.png,2,36.950283,20.505714
379,379.png,4,-9.087473,-39.827267
380,380.png,4,-37.160675,-39.161655
381,381.png,2,45.790413,18.739311
382,382.png,1,13.6971,44.57359
383,383.png,9,-17.0299,-10.341012
384,384.png,7,-37.4659,-3.815193
385,385.png,2,48.239296,17.786638
386,386.png,8,-7.970323,-12.874041
387,387.png,7,-27.348776,14.993185
388,388.png,6,-13.194346,25.40894
389,389.png,9,-20.442322,-5.408576
390,390.png,2,27.640356,31.13353
391,391.png,2,50.722523,14.251013
392,392.png,3,-9.85058,8.081084
393,393.png,8,9.551845,-41.365757
394,394.png,1,10.775002,49.989094
395,395.png,6,-14.13638,40.187996
396,396.png,5,16.889435,-13.259642
397,397.png,1,26.052563,10.757127
398,398.png,1,6.6668143,45.4833
399,399.png,0,34.308403,-16.135214
400,400.png,2,36.048462,23.324354
401,401.png,6,-12.875154,36.571754
402,402.png,4,-20.625559,-41.981888
403,403.png,5,30.105175,-29.680756
404,404.png,8,-7.7184153,8.664991
405,405.png,3,10.658555,4.6680655
406,406.png,1,9.766947,50.36244
407,407.png,5,30.174303,-29.80212
408,408.png,1,10.1264,34.182396
409,409.png,9,-16.31793,-4.711157
410,410.png,2,33.43552,33.191742
411,411.png,7,-24.044075,16.998737
412,412.png,4,-12.808895,-31.411528
413,413.png,4,-13.825571,-40.94242
414,414.png,4,-21.500872,-24.224123
415,415.png,8,10.73776,-42.839844
416,416.png,1,18.647736,20.0386
417,417.png,5,28.836397,-37.50251
418,418.png,8,26.937397,-38.858627
419,419.png,9,-19.251137,-6.7425117
420,420.png,5,18.752684,-18.44291
421,421.png,6,-14.398984,38.997684
422,422.png,7,-30.065449,3.4872806
423,423.png,9,-18.276873,-2.2114086
424,424.png,9,-44.356087,-12.096214
425,425.png,3,13.208183,0.4707522
426,426.png,7,-49.790432,13.797005
427,427.png,0,40.40122,-16.862413
428,428.png,9,-40.03264,-13.226783
429,429.png,0,47.441658,-10.316393
430,430.png,6,-12.401848,28.278404
431,431.png,6,-17.831291,37.508858
432,432.png,2,37.5947,14.384577
433,433.png,3,9.046957,4.4163585
434,434.png,9,-41.693687,-21.523096
435,435.png,0,49.967773,-15.240255
436,436.png,7,-45.83688,5.663449
437,437.png,5,31.171646,-33.895164
438,438.png,4,-28.14909,-35.06283
439,439.png,8,13.51867,-40.563026
440,440.png,0,52.638805,-3.8681247
441,441.png,9,-25.174025,-3.2384348
442,442.png,4,-22.017508,-37.275528
443,443.png,1,25.78778,11.228859
444,444.png,2,28.599434,43.41026
445,445.png,8,8.655097,-38.622326
446,446.png,7,-49.26573,-4.251759
447,447.png,1,26.03869,10.670101
448,448.png,2,47.00272,22.348177
449,449.png,6,-14.282913,39.193428
450,450.png,1,5.694141,32.696198
451,451.png,0,29.049578,-4.2460275
452,452.png,3,8.914949,16.45391
453,453.png,0,40.609123,-20.995932
454,454.png,1,5.8471813,39.60586
455,455.png,1,16.438286,13.208077
456,456.png,8,6.157842,-32.525105
457,457.png,2,42.801163,10.192339
458,458.png,0,45.255493,-5.801713
459,459.png,3,-8.204167,-3.9928749
460,460.png,9,-36.82315,-21.248575
461,461.png,4,-17.13893,-46.440136
462,462.png,0,48.73069,-20.42698
463,463.png,5,25.706013,-36.90488
464,464.png,0,53.31052,-4.7971115
465,465.png,6,-13.003568,42.210632
466,466.png,1,12.040673,21.796204
467,467.png,7,-26.233578,18.899076
468,468.png,7,-56.859245,-1.4934802
469,469.png,8,4.618639,-44.412003
470,470.png,1,11.380133,49.815586
471,471.png,9,-16.86,-1.3488734
472,472.png,2,21.45379,37.543705
473,473.png,0,36.60692,-22.582294
474,474.png,5,21.959463,-21.856821
475,475.png,1,20.13327,5.679328
476,476.png,2,44.9667,30.080622
477,477.png,2,44.172726,8.590742
478,478.png,7,-34.84056,-1.9297062
479,479.png,3,-2.0361924,2.2875226
480,480.png,5,13.315056,-20.710562
481,481.png,4,-13.357228,-51.507553
482,482.png,9,-19.557314,-17.165388
483,483.png,7,-20.036648,15.107363
484,484.png,1,8.390395,43.59921
485,485.png,8,5.9832997,-45.282787
486,486.png,3,-11.036309,15.177391
487,487.png,9,-15.736808,2.0783613
488,488.png,6,-33.103016,29.54147
489,489.png,0,39.845432,-25.49647
490,490.png,3,2.7760673,16.83609
491,491.png,1,21.129032,1.182265
492,492.png,1,15.325552,12.675131
493,493.png,2,53.109776,14.9953
494,494.png,6,-36.452137,28.903557
495,495.png,3,6.6930585,16.913498
496,496.png,5,19.33079,-8.172089
497,497.png,7,-17.635622,15.088149
498,498.png,6,-14.050099,26.52933
499,499.png,8,10.479556,-34.598553
500,500.png,3,-34.647736,4.1065745
501,501.png,9,-15.683626,2.3486273
502,502.png,5,14.0868635,-22.907122
503,503.png,8,12.444467,-39.831593
504,504.png,5,13.420499,-7.5748253
505,505.png,7,-35.122627,21.694504
506,506.png,6,-37.43942,40.008904
507,507.png,1,19.698645,5.6570997
508,508.png,1,18.225859,4.7400837
509,509.png,3,6.3782387,-3.18982
510,510.png,1,14.652868,22.115803
511,511.png,7,-18.334606,16.36813
512,512.png,5,11.123197,-20.919474
513,513.png,5,25.465544,-36.021877
514,514.png,5,4.1074862,10.465965
515,515.png,2,52.277298,13.695754
516,516.png,5,8.202489,-17.220648
517,517.png,8,6.164906,-29.66819
518,518.png,7,-31.247269,3.631672
519,519.png,0,36.82734,-23.839006
520,520.png,9,-32.151543,-15.0433855
521,521.png,7,-33.03889,22.772734
522,522.png,7,-41.43385,12.888374
523,523.png,5,27.128366,-37.614742
524,524.png,0,50.732037,-4.9158926
525,525.png,9,-14.482552,-3.2328353
526,526.png,0,47.632847,-7.76024
527,527.png,0,32.012188,-24.809368
528,528.png,8,-10.382304,-13.627917
529,529.png,9,-15.654814,1.6008265
530,530.png,2,40.201492,26.99618
531,531.png,4,-5.2459373,-48.644707
532,532.png,8,-7.909099,-19.48764
533,533.png,1,21.179855,-0.6112659
534,534.png,6,-31.827213,30.405113
535,535.png,1,22.456009,2.2996035
536,536.png,6,-21.65392,36.937668
537,537.png,5,29.100784,-34.29646
538,538.png,1,15.504042,20.718475
539,539.png,8,-0.81065995,-35.278538
540,540.png,3,-5.364946,-3.6306055
541,541.png,4,-11.132909,-45.1642
542,542.png,0,31.003443,-1.3878787
543,543.png,5,25.68185,-30.5526
544,544.png,5,6.9164863,11.967634
545,545.png,8,5.671454,-29.822914
546,546.png,3,-2.2437181,20.483994
547,547.png,6,-16.20718,32.99248
548,548.png,2,40.259933,8.785551
549,549.png,3,5.421478,-0.9759115
550,550.png,9,-35.231796,-16.553022
551,551.png,2,43.6426,9.060974
552,552.png,1,11.2753,38.975586
553,553.png,1,18.380934,7.9924717
554,554.png,5,9.502392,-9.088542
555,555.png,2,42.908867,10.147156
556,556.png,1,0.56694734,35.518524
557,557.png,3,5.560434,-0.7891769
558,558.png,2,35.69668,40.706146
559,559.png,8,11.64076,-37.499573
560,560.png,7,-21.224836,7.3225617
561,561.png,3,11.243042,1.3888731
562,562.png,7,-50.506264,3.508835
563,563.png,2,49.12575,11.735596
564,564.png,4,-23.495771,-41.32108
565,565.png,6,-14.799337,43.83739
566,566.png,9,-32.590584,-12.82281
567,567.png,7,-22.2119,15.448333
568,568.png,2,32.53805,15.226514
569,569.png,4,-8.684277,-44.964073
570,570.png,2,39.989864,25.895933
571,571.png,8,6.222051,-38.717224
572,572.png,1,5.432742,34.94766
573,573.png,1,17.727066,8.578257
574,574.png,3,-5.6126227,-2.4076648
575,575.png,8,11.490453,-40.758526
576,576.png,4,-27.290369,-29.93276
577,577.png,0,34.26523,-21.954163
578,578.png,6,-12.433358,21.955774
579,579.png,5,20.376886,-34.35246
580,580.png,9,-34.123035,-12.341231
581,581.png,3,10.797805,0.9851229
582,582.png,0,35.42904,2.3903942
583,583.png,9,-16.145504,2.0515566
584,584.png,2,36.570667,12.795647
585,585.png,4,-13.79197,-50.26117
586,586.png,7,-19.823233,11.427729
587,587.png,1,20.75648,1.9739164
588,588.png,2,22.175549,28.880127
589,589.png,9,-14.368065,-4.41334
590,590.png,4,-19.226837,-20.877361
591,591.png,2,50.446312,12.102278
592,592.png,6,-31.33067,28.71641
593,593.png,1,22.529606,5.431371
594,594.png,8,0.55859745,-15.537894
595,595.png,9,-16.179619,1.682524
596,596.png,0,48.827087,-0.5045496
597,597.png,6,-7.93826,36.20694
598,598.png,6,-14.033795,40.405293
599,599.png,7,-21.210846,16.76267
600,600.png,9,-29.259706,-4.4307904
601,601.png,9,-13.189324,-3.2790017
602,602.png,8,-1.6788696,-16.274136
603,603.png,0,27.92635,-15.601251
604,604.png,1,8.749031,22.53388
605,605.png,4,-4.277594,-48.03448
606,606.png,4,-40.31568,-33.855873
607,607.png,6,-13.472713,47.04143
608,608.png,7,-48.539265,-3.4856248
609,609.png,1,17.784391,7.5477557
610,610.png,5,11.051138,-26.635439
611,611.png,7,-17.615763,10.136431
612,612.png,0,39.386333,-0.8587969
613,613.png,3,2.7794092,0.56895417
614,614.png,5,30.474186,-36.365376
615,615.png,8,4.1114306,-43.68648
616,616.png,4,-32.446552,-39.88162
617,617.png,7,-22.829077,16.09052
618,618.png,1,11.463511,50.478615
619,619.png,2,53.221466,15.04195
620,620.png,5,6.951918,-10.05848
621,621.png,9,-16.80731,-4.4935102
622,622.png,5,4.416581,-9.991242
623,623.png,6,-8.007184,37.12487
624,624.png,7,-32.17507,6.499424
625,625.png,5,19.052437,-21.315836
626,626.png,9,-12.128901,-10.556538
627,627.png,8,17.825521,-40.43856
628,628.png,8,-4.595788,-14.927027
629,629.png,3,3.6621501,-0.82818943
630,630.png,6,-10.106451,25.626564
631,631.png,9,-12.938463,-3.360906
632,632.png,7,-48.977287,13.255274
633,633.png,0,29.606033,-19.260675
634,634.png,7,-27.190386,3.384107
635,635.png,5,49.199024,24.342451
636,636.png,7,-32.67158,13.577771
637,637.png,1,21.869692,6.284549
638,638.png,1,6.027482,46.948914
639,639.png,0,32.41072,-13.858221
640,640.png,7,-52.733936,0.9678884
641,641.png,9,-16.365824,2.1772816
642,642.png,2,44.25819,16.939703
643,643.png,3,4.4625306,1.6070584
644,644.png,7,14.442241,18.558138
645,645.png,3,-0.99828494,-0.61767095
646,646.png,2,26.005661,31.150232
647,647.png,4,-4.735732,-48.48138
648,648.png,1,18.122393,29.91849
649,649.png,6,-6.956235,36.54269
650,650.png,2,33.283504,40.641415
651,651.png,7,-22.395144,17.22803
652,652.png,5,20.47959,-15.517479
653,653.png,5,22.580881,-25.749865
654,654.png,7,-37.380417,7.9151273
655,655.png,4,-7.3575606,-49.2435
656,656.png,0,28.145176,-9.693873
657,657.png,2,26.98955,19.24743
658,658.png,6,-35.089,37.879944
659,659.png,3,5.937127,-3.0326946
660,660.png,6,-16.510725,24.56719
661,661.png,4,-3.8385062,-47.421173
662,662.png,0,34.771954,-5.8822093
663,663.png,4,-8.029245,-48.762836
664,664.png,2,36.716236,40.289448
665,665.png,6,-7.1013,37.608074
666,666.png,0,27.781448,-5.932696
667,667.png,0,32.32087,-25.015108
668,668.png,0,44.85175,0.6584826
669,669.png,0,32.445335,-16.891476
670,670.png,3,-5.916895,19.708225
671,671.png,1,16.285486,8.199424
672,672.png,6,-10.440056,30.041534
673,673.png,2,46.991077,22.346718
674,674.png,2,19.064161,32.105213
675,675.png,3,8.37048,7.868829
676,676.png,1,10.2807045,28.121204
677,677.png,4,-19.322716,-49.34055
678,678.png,1,6.078912,42.15992
679,679.png,5,20.446089,-8.181242
680,680.png,4,-13.624666,-44.84109
681,681.png,6,-19.796858,43.6161
682,682.png,4,-34.430252,-29.244074
683,683.png,7,-25.193317,16.240356
684,684.png,2,38.066044,15.967915
685,685.png,8,10.341987,-37.748596
686,686.png,7,-49.14501,0.464104
687,687.png,9,-19.083693,-15.220152
688,688.png,2,32.79512,39.87926
689,689.png,0,32.485672,-16.78509
690,690.png,5,11.282805,-10.646399
691,691.png,1,16.138212,8.36141
692,692.png,4,-26.733618,-37.375053
693,693.png,2,45.392273,28.974583
694,694.png,8,-6.4780064,-20.808165
695,695.png,3,9.444919,3.7936285
696,696.png,2,27.575504,29.790155
697,697.png,4,-18.886568,-49.73648
698,698.png,1,20.514309,15.696946
699,699.png,5,19.474705,-5.9620175
700,700.png,4,-13.701145,-44.966995
701,701.png,6,-19.801409,43.633125
702,702.png,0,37.80305,-3.55726
703,703.png,7,-33.405228,21.436756
704,704.png,9,-39.78546,-26.855354
705,705.png,8,12.6191635,-41.240074
706,706.png,4,-36.141617,-31.702528
707,707.png,9,-19.47817,-7.194582
708,708.png,8,-5.9825544,-20.60373
709,709.png,0,38.07068,-17.897356
710,710.png,1,11.0381155,45.249462
711,711.png,1,18.111893,6.009629
712,712.png,0,26.272938,-14.986945
713,713.png,2,48.367588,18.526522
714,714.png,2,35.75802,32.165287
715,715.png,3,9.620867,3.5592575
716,716.png,2,39.37815,12.087967
717,717.png,4,-15.786312,-48.901737
718,718.png,4,-41.39092,-11.152706
719,719.png,5,11.50827,-14.676694
720,720.png,8,1.5193778,49.944923
721,721.png,6,-10.66285,40.80243
722,722.png,5,7.4002414,-11.870555
723,723.png,7,-23.387472,18.870855
724,724.png,7,-49.76193,5.122157
725,725.png,8,10.621757,-38.02085
